label,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400
2,59822,61585,60616,59695,59861,58177,61662,59405,60520,60863,60742,60347,58768,60179,60680,60677,60275,59622,60351,60726,60818,59447,58945,61008,60093,59668,60397,60183,59743,60805,59960,59941,61110,60668,60433,59764,59415,56949,60540,60007,60814,59566,60026,60286,60580,61262,59225,59469,60659,60702,60586,60195,60313,59585,60877,59541,59834,59933,60170,60347,60436,60499,58565,60862,60889,60495,58656,60153,59271,59716,59414,59993,60461,59546,60847,59404,59729,60496,59174,59105,59854,59139,60299,59086,59699,59548,60094,54145,60389,60179,60077,60420,60467,59487,60143,60282,60920,60325,59802,58114,60098,60309,59962,60585,58670,58908,59135,59062,59560,59678,59851,59781,57690,60663,61651,59085,59411,60356,59996,60281,60442,59544,60411,59529,41882,23227,19841,19685,19998,20071,19793,19922,19910,19866,18636,19664,19470,20511,20237,19801,19847,19144,20174,20052,20091,20071,15863,16808,19911,19815,20159,21038,22674,20222,19715,20153,19899,20100,19785,20119,19511,20253,20372,19856,19625,20065,19855,19889,19909,19990,19824,19907,19927,19667,19549,19857,20683,23297,19771,19623,19817,19907,19978,22997,21032,20166,19864,19486,19470,19699,20307,19991,19720,19697,19779,19683,19942,19381,20186,19714,19695,19700,22501,24704,20045,21711,19988,19844,20277,19978,20031,19990,20090,20414,19697,19565,19898,20077,19755,20000,20059,19797,19611,19587,19842,19942,20783,23110,19988,19677,19205,19794,19927,19611,21638,25886,22962,19221,17958,19751,19621,20022,19733,23033,20499,23256,23896,19600,19750,19833,19915,19741,20064,20007,20050,22246,22080,19676,19702,20038,20333,19759,21383,20080,20697,19917,19727,19851,20057,19367,19619,19879,19798,19946,19480,19367,19366,19659,19648,19879,19914,19975,19934,19728,19992,19996,19794,19750,19839,19835,19726,19774,19903,19450,18951,19359,18873,19624,22651,21628,20116,20026,20126,19678,19590,19829,19935,19735,19623,19586,19460,20073,21316,20264,19722,19891,19521,21310,24079,23826,24132,21393,20009,19192,19808,19636,19685,19763,18972,19062,19353,19577,20925,19851,19692,19737,19864,29237,19710,19701,19661,19339,19944,19622,19717,19798,19730,19398,19635,19524,19655,19460,20278,19792,19399,19668,19806,20122,19915,22004,22318,23624,20673,23580,24008,24004,24401,20680,19032,18743,19675,21970,21001,18837,19658,19440,20021,19527,19545,19778,19522,19803,19750,19848,19611,19968,19600,20330,19702,20266,22778,19869,19038,19394,18763,19224,20636,19995,19451,19996
2,59925,63831,61641,62060,60832,59315,61987,59593,60927,56558,60299,61768,60811,60667,60977,60768,58828,59942,59842,59941,59261,60341,59489,61663,60033,60462,60842,59907,61493,60342,60173,60191,59582,59740,56829,62178,59821,60698,59698,61486,59958,60422,60383,60273,59797,60624,60093,60549,61038,60056,60475,60245,60594,60567,60866,60361,60649,59714,61051,55819,60538,61204,60485,60679,60875,60328,60211,60669,57355,60098,61042,60037,61923,60038,59874,60175,59290,61195,59972,61038,60259,60908,60925,59874,57732,60607,60459,60032,59923,60137,60133,60565,60830,60627,60538,61312,61185,60753,60304,61801,61762,60357,60687,61893,60162,58334,59122,58342,58332,57176,58041,62030,59001,60090,59935,61152,61067,60992,60991,60612,60070,60776,59293,55760,20261,19917,20292,20286,20240,20426,19778,19766,19986,19583,19294,19550,19755,20394,20129,20065,20327,19125,20264,20498,20251,20397,20328,20310,19939,20160,20152,20037,19242,20025,19710,20205,19497,19031,19397,18836,22049,23062,20349,19800,20277,19723,19917,20036,20092,20063,21527,21066,20374,20235,20476,20589,20828,20706,20666,20519,20332,20134,20048,20168,20794,19956,19671,19709,18900,20715,20106,19991,20040,19957,20176,19996,20089,19921,19651,19792,20094,20234,20325,20062,19888,20091,20258,21689,21027,20000,19876,20338,20605,20013,20172,19924,20399,23030,22564,23242,19984,20142,19851,19640,20021,20176,20332,20319,20223,20174,20464,20173,19923,20222,19512,20406,20492,20497,20589,20325,22825,19773,19975,19879,19558,19218,20506,19119,19682,20328,20189,20417,19806,24269,24187,21902,18715,20291,19729,21795,20381,20003,23160,21784,24111,24389,21768,24215,21359,20196,21994,20462,15438,21657,22354,24485,19367,19594,20040,20114,20070,23981,21465,21768,23599,24132,24239,24326,24337,24306,24233,24315,23952,21501,19492,20103,19879,19824,19458,19500,19856,19836,20033,21105,22726,19828,19418,19664,20226,20158,19930,19786,20076,19709,19966,20046,20154,20061,19990,20234,23161,21320,19737,20262,19945,20277,20160,19811,19923,17970,16795,20603,20344,20250,21723,20075,20072,20384,20309,20379,20420,20588,19350,20500,23174,23872,24269,23265,21200,20040,20610,20658,22671,21188,22907,23423,23312,23504,22764,19393,19774,20351,20497,19135,20171,19736,19553,23018,21562,20429,19972,20405,20327,19821,20158,19988,20182,20238,21143,21137,20064,19888,20543,23556,19313,24220,24453,24490,23829,23878,23636,24102,24143,24114,24027,24458,24091,24320,24262,23521
2,58135,62197,62632,61993,62487,59625,59741,62914,60646,61046,61300,61276,61400,58494,62329,62316,61337,61181,61493,61076,61318,62257,61383,61207,61190,61181,61347,61398,61005,62302,61210,61474,60893,60144,61119,61130,60811,61916,57529,62767,62404,61254,60956,61785,57552,61795,60718,61087,60638,59946,61646,60754,61140,61179,61822,62008,61736,60046,60953,62223,59951,61013,61085,58883,61855,62362,60944,62572,61302,61057,60936,61413,61162,62256,60887,60541,60636,62183,61909,61151,61173,61366,61745,61519,61780,61574,61301,62768,57738,45151,47951,44686,59290,62922,62448,61571,61147,62434,61892,58772,49060,72952,71096,71411,70009,70828,69141,69295,70390,69814,69376,70535,70186,70175,65180,70748,70191,35971,23184,23462,23432,23439,23467,23348,23374,23558,23423,23442,22779,20655,20502,20416,20547,20163,19676,19306,20235,21054,22528,20583,21290,23493,23297,23157,23527,23730,23665,23071,23517,17889,22507,20752,20130,20750,20582,20332,20833,22134,23738,23261,23408,22442,21178,20974,21996,20693,20943,20762,20637,20677,20717,20761,20638,20648,20415,20612,20711,21076,20657,20771,21261,23314,21166,20184,22174,21724,20595,20638,21704,21472,20578,20574,20743,20750,20894,21064,20816,20802,20965,20391,15649,16542,20523,19789,20482,20790,20961,20899,17597,11541,18191,20532,20717,21791,20944,12632,11382,11535,20282,19717,20978,23487,22505,18672,20131,19895,20481,17003,11634,11470,17900,11553,11498,15204,21468,19583,19861,13189,11557,11554,11426,11523,18580,17444,11498,11534,13437,20860,14146,12854,14318,19143,11456,18466,20395,20184,20200,20453,20396,20387,20316,20478,21067,22524,20429,19690,17513,17967,20802,23351,23203,22920,20491,20190,19636,23578,23533,24012,23599,22299,20345,20355,20685,20497,20098,19822,18485,20315,19646,20408,20545,18370,20418,20663,20383,20562,20460,20149,20700,20595,20700,20370,20635,20788,22200,20664,20752,23323,20436,20419,20499,19827,19849,20157,23097,23005,23325,23477,23221,23500,23372,23321,23188,23392,23142,21083,23221,23529,23566,23027,23694,23031,23450,23609,23342,23562,23574,23354,21633,23655,23329,23560,23124,23417,23668,23504,23380,23641,23396,22310,23330,23127,23394,22841,23660,23433,22067,20216,19808,19816,20559,20367,20769,21220,20517,20336,20342,20422,20465,20651,19848,19802,20357,18838,20163,20231,20454,20239,20636,20391,20459,20511,20388,20381,20103,20473,20417,20298,23531,26045,19929,19766,20199,19691,20157,19028,20290,22417,21847,20296
2,60046,63085,61194,51554,53413,50140,42145,62116,59133,61317,60864,59226,61852,58913,58692,68129,65470,66993,44495,53353,64886,49191,53885,72154,70769,71668,71114,70016,70774,69482,68977,69059,69617,68581,67438,69769,69225,70417,69752,68774,70135,69578,69862,68104,67989,70094,69762,69203,70026,69533,68778,69436,69751,70206,68827,68792,70263,69488,69182,66550,69302,70077,68011,69594,69721,68435,69081,69804,68902,69168,68193,68086,69217,69262,69792,69099,69060,68977,68661,69226,69111,68862,69607,68685,61430,70707,68824,69378,69645,69005,66275,69429,68516,69699,70939,71241,71036,70883,72039,70878,71186,70834,70868,70663,68431,69981,63116,64799,70657,67125,70902,70143,69968,70440,70285,69760,70975,70478,68894,70954,70062,70378,70189,70051,69608,70477,69691,70702,37058,23575,23648,23888,23335,23836,24058,22081,24140,23925,23853,24026,23935,23870,23845,24006,23900,23890,23949,21189,19242,20978,20995,20969,18920,20251,20097,22740,22541,22314,22884,20979,20581,20772,20515,20299,20697,20001,20462,15270,20262,21387,20606,21302,20530,20465,20717,20637,20785,20588,20892,20639,19234,20618,20712,20850,21260,21113,20648,20692,20581,20318,20499,20476,20655,21012,20483,21031,22012,22916,22413,22849,21911,20265,20756,20437,20304,20783,20792,19652,20297,20958,20104,20744,22855,20369,20408,20263,20403,20368,20397,19668,20636,20060,20141,20774,19425,20580,19092,15349,20783,20704,18588,14261,20772,21118,22327,20821,20526,20601,21041,20966,19912,19374,20926,20154,15966,19072,19503,16598,17519,20293,20240,20256,23863,20948,21100,20542,20237,20126,20490,19978,19749,15065,14173,13854,17515,15252,13134,12308,15951,13260,16560,19472,22826,21855,20588,20226,17378,10807,10872,12650,12750,14025,10766,10792,10885,20262,20379,12696,11261,13974,22896,15606,17242,10821,10830,11330,19875,16451,14554,13039,11236,11384,16795,20173,20060,20168,20021,19867,20212,21271,20371,20268,20050,20434,19386,20018,20487,21792,22939,22686,22731,22713,22906,22102,20138,19436,20480,20361,20581,20780,20480,20442,21412,20310,18670,19722,20602,21985,22838,20646,20417,20311,20258,20388,19884,21408,18722,19167,20397,21331,20878,19718,19466,22241,22753,22509,22514,22862,22857,23304,21639,20194,19420,20420,22649,20349,20188,20277,20023,19884,20315,19719,19944,20192,20222,20160,20733,20202,20413,20936,20755,20694,20289,20243,20055,20984,21074,20533,20311,20839,20436,20523,20477,20220,20550,20292,20311,21045,20441,20203
2,58879,61784,61634,52915,62184,59589,61796,58808,60135,58443,60809,62177,62839,60693,60922,60076,61633,60915,60844,61320,62359,61415,60980,60741,58770,61649,61608,61709,63130,61861,61352,61398,61388,61149,57216,61956,56765,49485,62106,61234,62574,61451,61132,43562,45230,35869,67356,71074,62833,51932,70332,71442,71024,69381,69833,68700,69607,67052,66585,67471,68922,68059,68709,68566,67628,68175,68435,67702,50146,59947,62668,60861,61074,62098,61615,59800,58551,60492,59014,60036,60230,59704,59638,59850,45573,60223,60741,60438,59864,58295,59173,59451,60948,60500,60036,60538,59925,60711,60404,60014,59658,60901,59349,59220,60711,59428,59131,61391,59269,59762,60297,60449,59753,59578,60195,60012,60043,59467,54800,19681,20847,21104,19877,19625,19713,19651,19401,20031,19556,19355,20075,20008,20422,20760,20969,20328,19918,20054,18555,19060,20166,19716,19454,22825,20054,21433,21215,20334,18968,19351,19401,20003,23030,21786,21272,19886,19609,19764,19938,21125,19636,20024,17192,23088,19944,19978,21648,20661,20353,22936,23209,23202,23365,23310,22733,22903,23278,23003,23211,23178,22959,23264,23289,22665,24219,22564,22369,22791,22975,23010,23146,23161,23225,22840,23038,22068,20802,19790,19576,19710,20104,20205,19857,19763,19705,19729,19607,19887,20110,21287,20375,20232,19897,19804,20024,19285,19356,19721,19477,19137,19265,18285,19945,19922,19972,20205,22067,21754,20148,19768,19777,20091,19547,19287,19552,19492,19690,19762,19898,20204,19574,19773,20226,19978,20458,22654,23071,23185,23104,23056,22836,23217,23121,21710,23357,19739,20166,19841,26214,20270,20916,22364,19522,19562,19584,19831,20116,20385,19976,20134,19600,19186,19840,21238,22169,22460,22825,22294,23147,22726,22934,22835,23024,21728,23702,23149,23073,23219,23180,23257,23168,16613,9834,12757,19093,19561,19348,19283,19424,19552,19323,21999,23126,22871,23275,23193,23191,22928,23191,24153,19507,19489,19650,19748,19678,19519,19924,20227,20875,20222,22236,19966,19782,19575,19828,19949,19702,19773,20871,20763,19951,19875,20002,19798,19587,19557,19841,21868,22747,23274,18892,19718,19492,19355,19056,19575,18629,21479,20855,22799,23265,22867,22677,22673,22712,22821,23161,23060,23201,23782,22296,22883,21907,20009,19872,21493,21984,22853,22746,22138,22035,19930,20294,22929,22307,22696,22954,23021,22539,22922,23012,22724,23067,23102,23232,23064,22939,23000,22837,20419,18771,19713,19538,19690,19843,19691,19265,21995,22976,22767
2,49246,58602,58923,59368,58992,54236,54818,55382,54683,59911,59601,57872,59998,58028,58136,57089,59246,59259,58043,58118,59363,57778,57382,59710,58110,55438,58494,58398,59388,58268,58533,59184,58586,58549,57947,58281,58576,57910,58839,59441,42320,58048,59261,58870,58131,58745,58081,58367,58722,57708,59010,59070,57916,59467,57992,56621,57614,57236,57232,58664,58478,59377,58274,59079,59154,55919,58257,58652,58507,57150,58397,58824,58986,59197,58622,58855,58082,58029,57449,58317,58376,59646,57760,58433,58193,58826,58821,59289,58172,58615,56952,58601,57725,58180,56867,57670,58627,58851,58089,58466,58963,58802,59065,58585,59290,55655,53679,57377,56325,57349,57578,57976,57422,57060,57444,54352,59411,56956,58043,57042,57100,57483,57077,57004,57244,57239,57402,57366,57589,56923,28824,18569,21051,21243,19848,20093,21274,21781,21585,21719,22129,21646,21880,21760,21475,21665,20589,21842,21443,21618,21538,21555,21706,21738,21852,21526,21690,19408,20093,22671,23063,22563,19841,19715,19453,21857,19836,19206,19092,19776,19226,19539,18086,19052,21374,22073,19035,19003,20958,22185,22813,19598,19293,19903,19913,20101,19548,19647,19715,19514,19805,19786,19487,19536,19692,19511,19504,19385,19341,19406,19416,19556,19547,19505,19726,21126,19823,19713,19954,21326,19646,19443,16235,19858,19345,21003,19912,19694,19666,19868,19695,19828,19642,19879,19905,19393,19901,19940,20064,22248,20422,19127,18604,18711,20196,18941,20076,19635,20140,20016,20034,19584,19730,19624,19450,19760,19691,22213,20219,19606,19771,19568,19820,19886,19921,19699,20082,19650,20775,21294,19031,18963,19037,19899,19344,22064,20671,20687,19303,18618,19153,18907,19269,20540,20835,19187,18844,19591,19272,19455,19173,18513,19390,19627,19223,19101,19510,19105,19111,21639,19243,19519,17990,19021,19277,19144,19296,19168,19328,20426,21225,21444,19394,21567,21568,21680,21616,21563,21278,21685,21594,21701,21914,21830,21750,23033,21746,21114,21649,21850,21411,21699,21509,21480,21718,21540,21515,21659,21486,21598,21825,21417,21651,21544,21085,21718,21685,21684,21339,21703,29404,20632,18832,21495,20187,19872,19392,20033,22008,20038,20708,19659,19686,19738,18995,19553,19380,19634,19582,19450,19705,19730,19780,19326,19510,20049,19464,19161,18980,19209,19516,19620,19320,19425,19456,19493,19393,19088,19197,19269,19440,19567,19753,19563,22203,22590,20626,21445,21359,21495,23079,21460,21676,21483,21749,21601,21525,21595,21455,21628
2,61379,63185,61529,61858,62535,58039,62337,61878,61260,61886,61416,61119,60283,61111,61901,60218,60798,60704,59942,60211,60758,61010,61960,60668,60771,62611,60586,61689,61135,60830,60867,61004,60522,61417,61759,61050,61396,55777,63305,61730,60600,61252,61169,60368,61122,62075,61270,61374,62519,61500,62530,60166,61646,61876,61077,59291,63060,61269,60948,61645,61582,61267,59294,59820,61533,61348,60752,61417,60614,62368,62027,61751,62145,61367,60975,61936,61470,62160,62141,61739,62114,62254,60620,61223,62260,61216,60989,61416,60788,61208,61525,60967,61583,62367,61415,62001,62722,61263,61324,61068,62182,62374,62063,60537,60694,60407,57373,61003,61255,62624,61561,60577,59042,62251,62267,61203,60669,61385,61055,61362,60477,59355,62018,61479,60955,61852,60944,60547,32211,20122,20273,21071,22522,22389,21115,22286,22081,25241,27054,22659,22587,21993,22351,22607,22123,22517,22524,22439,22528,22488,22701,22293,22729,22649,21656,18862,20370,19957,19609,19919,19486,20604,19191,22137,23196,22538,22470,22752,22433,22570,22923,22712,22565,22473,22803,22586,22592,22690,22272,22246,19555,20150,20690,20347,20082,20307,21316,21189,20504,20473,20520,19850,20402,20699,20483,20472,20392,20100,20165,20273,20445,20692,20186,20365,20623,20566,20581,20462,20537,20602,20570,20240,20637,20225,20400,19509,20239,20495,20504,20475,20521,20440,20630,20445,20424,21521,21812,20523,20475,20577,20307,20223,20710,20221,20396,20085,20433,21224,20450,20524,17404,12305,14463,20049,20177,20231,20075,20282,21366,20122,19302,19892,22435,21819,22762,22278,22481,22696,22145,21194,20451,20112,20717,20373,20281,20068,20180,19836,19612,20156,20145,20134,20206,21380,19852,20286,20082,20499,20083,19965,20150,20206,20301,20230,20231,20199,19967,21308,19929,20177,20346,20486,20418,22133,19670,19553,20636,20615,20188,20526,20081,20444,20086,20150,20029,19914,20215,19980,19941,19984,20305,20161,20762,20421,20403,22464,19831,19100,19531,19296,19848,20672,19362,20064,21143,22246,22717,22459,22175,22447,22263,22655,20314,19815,20265,20021,20430,20323,20681,19732,21031,20297,20301,19957,19861,20131,20263,20450,20159,20409,20205,20205,20160,19779,20268,20051,20140,21952,20571,20077,19983,19852,20121,20719,20098,20272,20198,20318,19968,21513,22271,22094,21590,21012,19377,19792,21111,22197,22652,22533,22161,22565,22558,22561,22507,22386,22531,23491,22210,22397,22486,22560,22574,22701,22104,20936,19229,19988,20277,20430
2,61188,64446,63002,55790,59303,60505,62495,62490,59948,59671,57287,61065,62374,62523,60553,63766,47247,57303,62282,58415,50422,64952,71478,72118,71185,69363,69118,68260,68008,69245,67129,67294,68268,54566,46759,46735,53576,62500,59590,58458,62362,61092,62293,62629,61305,60255,62109,50464,46651,57638,53249,53951,53001,71055,72461,70763,71684,72341,71472,70469,66089,71034,69606,70457,69547,71658,70271,69847,71354,70513,70425,70863,70420,70609,70759,70762,71182,69820,47884,55719,70871,70445,71974,71027,70611,64865,71573,69590,69812,70319,70320,69480,70176,71027,70704,71093,72091,70638,71295,71866,67641,70742,71336,70140,70622,69686,70437,71233,71207,71023,65728,70770,71803,70165,70596,70632,61979,58509,64380,64484,43067,21211,19812,19684,23163,22897,22946,21613,19976,20226,20822,20424,20299,20127,19158,20198,20098,20311,21126,20511,20612,20707,19838,21149,20572,20732,20519,20420,20450,20520,20389,20340,20517,20961,20494,20835,20899,20823,20706,20951,22564,21485,21424,21552,20462,21317,22607,23193,16375,11148,10989,18865,20752,21012,17695,19420,20666,17806,11250,17686,20780,14525,14115,20596,22925,21655,21447,20908,20351,19265,21695,22532,22007,21839,21213,19968,17390,11037,19832,17395,11120,11183,15092,19430,20482,20777,20283,19315,20497,21690,23203,20698,20837,23238,20564,21758,23325,22412,20780,19401,17142,18298,18269,18682,11201,11086,11108,11265,11101,19886,20530,20519,20663,20823,20583,20992,21290,21070,20404,21024,21024,21327,20542,20515,20624,20641,20862,20471,21191,22184,22462,22703,23189,22925,23059,22862,23025,22765,20296,20135,19774,20382,20469,20165,20352,20167,20219,20613,20276,19421,19882,21936,20916,22612,21595,22802,20055,19937,20755,20509,20842,12730,17975,20919,20494,20395,20240,20392,20126,20117,21637,20191,21167,20206,19464,19932,20556,20530,19675,20157,21193,21560,22839,22737,22954,22895,22930,23080,22804,23055,23728,22001,22021,20400,20336,20484,20775,20476,20744,20120,20241,20282,20519,20476,20741,20583,20769,20756,20627,20552,20689,20579,20651,21104,22562,21340,20709,20449,20338,20594,20475,20448,20757,20624,20752,20632,20656,20745,21505,23021,20082,20289,20311,20431,19757,21165,20345,20504,20520,20352,21468,21339,20411,20669,20598,20530,20660,20995,20562,20688,20347,20528,20572,20278,21837,23031,23118,22741,21316,22594,19763,19936,20938,20554,20527,21462,23252,21758,19591,20313,20360,20489,20187,20452,20541,21345,21502,20170,20947,20641
2,63673,62956,64298,62742,62222,61340,61345,62612,62808,61765,60532,62792,62249,63396,61884,61769,62354,60180,61828,62303,62286,61998,62765,61145,61919,59915,61397,62486,60794,62133,60901,59589,63365,59799,61478,56913,62426,61873,61885,62124,63463,61966,62250,62351,62089,62002,62915,62207,61747,63088,62333,62467,62733,62138,62242,61793,61845,63127,61292,61087,57005,63697,62225,62959,61477,62051,62949,62206,61760,62892,62637,62718,62747,61726,61487,62590,61836,62058,61644,60677,62468,62023,62576,62530,61586,58111,63178,61916,61865,61353,61860,63325,62475,62189,62887,62547,61582,62904,62347,62026,61609,61713,62100,62206,61948,59999,60744,60553,60991,62102,60503,61981,62806,62039,61747,60774,61553,62500,61995,61718,60892,61122,63537,61546,62132,61358,61179,61898,39662,22660,22955,22905,22077,23087,22096,23571,23233,23073,22911,23226,22183,20423,21083,20895,21006,20613,19469,19692,21685,23028,22785,22580,23173,23018,23155,23153,22723,23674,21343,19202,23296,20683,21275,20754,20327,20688,20645,20489,20875,20689,20681,20574,20921,20611,20550,20676,20556,21228,20992,20717,20904,20625,20253,22828,21985,22842,23470,23531,23193,22556,22910,23374,23553,23130,23109,23237,23796,23097,23336,23605,21400,20859,20929,20707,20509,20522,21730,23383,23580,24485,20945,19334,20043,20593,20716,19329,20449,20693,20458,20659,20413,20355,20575,20582,20744,20596,20690,20457,20584,20411,19867,20505,20716,19199,20757,22683,20560,19778,20582,20787,19806,20071,20251,20653,20877,20089,20214,20832,21105,22352,23155,23801,23410,23147,23437,20423,20442,20711,20385,19824,22266,19214,20665,20293,23021,22288,20703,19753,19401,19585,20314,20726,17429,18998,20547,20715,20623,20286,20328,20504,20546,20696,21516,22525,20245,21776,23222,22937,23164,23467,23526,23170,23238,22818,23341,23293,23195,23360,24091,23044,20879,19460,22173,22554,22786,23032,22992,22999,23211,22487,23858,22041,21412,20356,20737,21039,23184,22630,23180,23066,22977,22722,20710,20475,20234,20483,20352,20669,20135,19616,22151,22476,23082,23137,21438,21327,20338,20263,20439,20519,20591,20408,20674,20575,20326,20448,20190,20380,20523,20230,20245,20538,20485,20064,20387,18972,20705,20416,20653,17660,21932,21311,20760,20636,19531,20492,23047,22878,22964,22721,21210,19622,20147,20478,22523,21947,20531,20474,20451,20453,19869,20636,23172,22775,22910,23882,22965,23125,21998,20121,22230,22878,23045,22211,19798,19963,22180,22863,22989,22852
2,60047,62793,63713,61469,62934,60697,62811,61809,62343,61914,62311,63101,58974,62082,62481,61453,61313,61121,60123,62380,61932,60662,62291,61496,62273,61744,61628,61330,61048,61649,62481,61351,62033,61134,61200,61312,61539,53508,53444,60650,62014,62055,61824,61645,62954,61288,61258,61917,61469,61290,61358,62180,63101,61245,61545,62314,60542,59777,62635,60546,60845,60331,58655,62375,61461,61096,62390,62453,61623,61273,60451,60453,61642,60983,61357,61523,60246,61216,62681,61447,61963,61012,61700,60794,60374,62476,61242,57256,61891,62048,61792,61714,61322,61676,62402,61234,61903,61705,61795,61379,61265,61534,61844,62404,61383,59052,60020,59604,59935,61422,61362,60979,60498,59185,62527,60961,60620,61296,60471,60712,60506,60814,61585,61618,58144,20240,20023,20225,20387,20692,20049,20326,23219,20270,18573,19978,20096,21154,21261,20435,20399,15545,16922,20538,19739,20015,20456,20434,20061,19928,20183,20475,20321,20495,23354,23644,23499,20444,21794,22948,23604,23806,23486,21624,20236,20545,19607,19495,18952,19904,20074,19633,21217,20171,20365,23218,21258,20159,20824,20786,20632,20373,20615,19657,22246,22989,23285,23576,24223,23191,23085,20955,20037,19929,19387,20397,20380,20382,20350,20431,20441,20448,20319,20729,22449,20091,19117,20486,19635,20236,19993,21392,22374,23146,23417,23254,23244,23342,23357,23224,21154,19406,19822,19830,20293,20043,19445,20559,20132,20472,20261,19546,20106,20080,20026,20334,20351,20777,21234,20559,21783,23176,22794,23356,23210,20912,19446,20664,18736,20387,20312,20013,20925,19854,20522,20430,20395,20606,20471,20496,20705,20480,21284,20984,20603,20401,20375,20296,20284,20169,20283,19242,20463,20361,20250,20372,19943,19965,20171,20003,20573,20409,19999,20351,20610,20947,20473,21014,20363,20032,20239,20372,20380,20336,20304,20087,20016,20291,20363,22208,22044,19710,20113,20246,19948,20588,20324,20088,20070,20115,20492,20310,20502,21199,20317,20005,19880,20149,20117,20042,19941,20573,20376,20190,19959,20029,19279,19709,20157,20355,20328,20520,19582,19941,20193,20379,19965,20468,20718,20580,20224,20208,20246,20155,20812,19582,19413,19851,18875,19887,20222,19940,20067,20186,20292,20153,19976,19203,20382,20472,23129,22501,20528,23167,23672,23140,23136,22033,21596,20609,21857,20583,21223,23260,23197,23413,23404,23303,23693,23433,23644,21997,22956,23349,23522,23647,23474,22721,22878,23435,20530,20477,20380,20136,20122,20437,20196,20090,20289,20287
